action_type	serialized_occurrences	source_candidates	resolution
HutongGames.PlayMaker.Actions.BeginRecoil	13	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/BeginRecoil.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BeginSceneTransition	73	"[""Assets/Scripts/MixedIntegrations/PlayMakerActions/BeginSceneTransition.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BeginSceneTransitionV2	6	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/BeginSceneTransitionV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BlackThreadSetAttackQueued	40	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/BlackThreadSetAttackQueued.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BlackThreadStateReset	96	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/BlackThreadStateReset.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BlockNeedolinTextInState	76	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/BlockNeedolinTextInState.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BoolAllTrue	2652	"[""Assets/PlayMaker/Actions/Logic/BoolAllTrue.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BoolAnyTrue	195	"[""Assets/PlayMaker/Actions/Logic/BoolAnyTrue.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BoolFlip	659	"[""Assets/PlayMaker/Actions/Math/BoolFlip.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BoolFlipEveryFrame	914	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/BoolFlipEveryFrame.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BoolKeepValue	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/BoolKeepValue.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BoolNoneTrue	392	"[""Assets/PlayMaker/Actions/Logic/BoolNoneTrue.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BoolOperator	5	"[""Assets/PlayMaker/Actions/Logic/BoolOperator.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BoolTest	31568	"[""Assets/PlayMaker/Actions/Logic/BoolTest.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BoolTestDelay	32	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/BoolTestDelay.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BoolTestDelayV2	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/BoolTestDelayV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BoolTestMulti	7748	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/BoolTestMulti.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BoolTestToGameObject	232	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/BoolTestToGameObject.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BoolTestToObject	13	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/BoolTestToObject.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BoolTestV2	17	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/BoolTestV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BoolTrigger	8	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/BoolTrigger.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BoundsBoxCollider	23	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/BoundsBoxCollider.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BoxColliderOffset	23	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/BoxColliderOffset.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.BuildString	379	"[""Assets/PlayMaker/Actions/String/BuildString.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CalculateProjectileVelocity	55	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CalculateProjectileVelocity.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CallMethod	24	"[""Assets/PlayMaker/Actions/ScriptControl/CallMethod.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CallMethodOnExit	3	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CallMethodOnExit.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CallMethodProper	17781	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/CallMethodProper.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CallStaticMethod	570	"[""Assets/PlayMaker/Actions/ScriptControl/CallStaticMethod.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CameraBlurPlaneFade	16	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CameraBlurPlaneFade.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CameraBlurPlaneFadeToV2	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CameraBlurPlaneFadeToV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CameraBlurPlaneFadeToV3	16	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CameraBlurPlaneFadeToV3.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CameraFadeInWithDelay	1	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/CameraFadeInWithDelay.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CameraFollowInState	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CameraFollowInState.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CameraFollowYInState	5	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CameraFollowYInState.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CameraFreezeInPlace	26	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/CameraFreezeInPlace.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CameraRepositionToHero	19	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/CameraRepositionToHero.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CameraRepositionToHeroV2	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CameraRepositionToHeroV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CameraStopFreeze	14	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CameraStopFreeze.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CameraTargetMethods	12	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CameraTargetMethods.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CanAddBlueHealth	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CanAddBlueHealth.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CanHeroBeGrabbed	86	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CanHeroBeGrabbed.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CanHeroBeGrabbedV2	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CanHeroBeGrabbedV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CanHeroTakeDamage	1339	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CanHeroTakeDamage.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CancelActiveHeroActions	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CancelActiveHeroActions.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CancelAllLagHits	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CancelAllLagHits.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CancelAllTaggedDamage	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CancelAllTaggedDamage.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CancelCameraShake	285	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CancelCameraShake.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CancelFlashByID	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CancelFlashByID.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CancelRecoil	114	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CancelRecoil.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CaravanLocationSwitch	5	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CaravanLocationSwitch.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CharacterAmbientLightLerp	136	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CharacterAmbientLightLerp.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CharacterCheckForBump	117	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CharacterCheckForBump.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ChaseObject	561	"[""Assets/Scripts/MixedIntegrations/PlayMakerActions/ChaseObject.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ChaseObjectGround	275	"[""Assets/Scripts/MixedIntegrations/PlayMakerActions/ChaseObjectGround.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ChaseObjectSpread	218	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ChaseObjectSpread.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ChaseObjectV2	247	"[""Assets/Scripts/MixedIntegrations/PlayMakerActions/ChaseObjectV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ChaseObjectV3	86	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ChaseObjectV3.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ChaseObjectVertical	314	"[""Assets/Scripts/MixedIntegrations/PlayMakerActions/ChaseObjectVertical.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ChaseObjectWisp	26	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ChaseObjectWisp.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckBackerCreditsSetting	6	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckBackerCreditsSetting.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckCollisionSide	3913	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/CheckCollisionSide.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckCollisionSideEnter	2551	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/CheckCollisionSideEnter.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckCollisionSideEnterV2	12	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckCollisionSideEnterV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckCollisionSideV2	23	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckCollisionSideV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckFacingTarget	1051	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckFacingTarget.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckForEnemyDamagerBelow	6	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckForEnemyDamagerBelow.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckForEnemyDamagerBelowV2	47	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckForEnemyDamagerBelowV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckGameplayTimer	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckGameplayTimer.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckHeroCanSprint	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckHeroCanSprint.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckHeroClamberLedge	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckHeroClamberLedge.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckHeroConfig	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckHeroConfig.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckHeroNailImbuement	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckHeroNailImbuement.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckHeroPerformanceRegion	13900	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckHeroPerformanceRegion.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckHeroPerformanceRegionV2	720	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckHeroPerformanceRegionV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckHudVisible	33	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckHudVisible.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckIfCrestEquipped	108	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckIfCrestEquipped.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckIfToolEquipped	293	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckIfToolEquipped.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckIfToolUnlocked	13	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckIfToolUnlocked.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckIsAnyCurrencyCounterRolling	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckIsAnyCurrencyCounterRolling.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckIsBlackThreaded	1569	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckIsBlackThreaded.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckIsCheatManagerOpen	8	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckIsCheatManagerOpen.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckIsClamberBlocked	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckIsClamberBlocked.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckIsDemoMode	3	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckIsDemoMode.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckIsInEditor	24	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckIsInEditor.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckIsInQuestBoardDepositSequence	5	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckIsInQuestBoardDepositSequence.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckIsSilkDrainDisabled	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckIsSilkDrainDisabled.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckIsTeleportBlocked	1	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckIsTeleportBlocked.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckOutOfCamera	378	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckOutOfCamera.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckPassedTarget	525	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckPassedTarget.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckPlatformGraphicsTier	6	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckPlatformGraphicsTier.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckQuestCompleteTotalGroup	6	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckQuestCompleteTotalGroup.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckQuestPdSceneBool	50	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckQuestPdSceneBool.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckSimpleShopMenuHasStock	8	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckSimpleShopMenuHasStock.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckTargetDirection	2058	"[""Assets/Scripts/MixedIntegrations/PlayMakerActions/CheckTargetDirection.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckTrackTriggerCount	1158	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Hollow_Knight/CheckTrackTriggerCount.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckTrackTriggerCountV2	815	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckTrackTriggerCountV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckXPosition	1111	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckXPosition.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckYPosition	903	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckYPosition.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckYPositionV2	151	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckYPositionV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CheckZPosition	379	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CheckZPosition.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ClampAngle	174	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ClampAngle.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ClampAngleByScale	314	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ClampAngleByScale.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ClampPosition	77	"[""Assets/PlayMaker/Actions/Transform/ClampPosition.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ClampSpeed	177	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ClampSpeed.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ClampVelocity2D	190	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ClampVelocity2D.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ClearHeroEffects	55	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ClearHeroEffects.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ClearHeroEffectsInstant	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ClearHeroEffectsInstant.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ClearHeroEffectsLite	22	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ClearHeroEffectsLite.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ClearSpoolMossChunks	3	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ClearSpoolMossChunks.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CloseMarkerMenu	2	"[""Assets/Scripts/ProjectCode/FSM/01_Project_Actions/Inventory/CloseMarkerMenu.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CogEnergyTimelineSetEnergy	32	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CogEnergyTimelineSetEnergy.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CollectableItemCollect	41	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CollectableItemCollect.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CollectableItemGetData	29	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CollectableItemGetData.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CollectableItemGetDataV2	17	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CollectableItemGetDataV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CollectableItemGetDataV3	22	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CollectableItemGetDataV3.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CollectableItemTake	2	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CollectableItemTake.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CollectableItemTakeV2	6	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CollectableItemTakeV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CollectableRelicCheck	5	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CollectableRelicCheck.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Collider2DIsActive	4	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/Collider2DIsActive.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Collision2dEvent	2012	"[""Assets/PlayMaker/Actions/Physics2D/Collision2dEvent.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Collision2dEventLayer	1811	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/Collision2dEventLayer.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Collision2dEventLayerV2	972	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/Collision2dEventLayerV2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CollisionEnter2DChildren	648	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CollisionEnter2DChildren.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.Comment	262	"[""Assets/PlayMaker/Actions/Debug/Comment.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CompareHP	137	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CompareHP.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CompareHPBool	32	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/CompareHPBool.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.CompareNames	15	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/CompareNames.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ConchProjectileHelperAction	16	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ConchProjectileHelperAction.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ConstrainMovement	88	"[""Assets/Scripts/ThirdParty/HutongGames/PlayMaker/Actions/ConstrainMovement.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ControlNeedolin	13	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ControlNeedolin.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ControllerIsGrounded	15	"[""Assets/PlayMaker/Actions/Character/ControllerIsGrounded.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ConvertAngleToVector2	93	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ConvertAngleToVector2.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ConvertBoolToFloat	690	"[""Assets/PlayMaker/Actions/Convert/ConvertBoolToFloat.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ConvertBoolToInt	13	"[""Assets/PlayMaker/Actions/Convert/ConvertBoolToInt.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ConvertBoolToString	932	"[""Assets/PlayMaker/Actions/Convert/ConvertBoolToString.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ConvertDoubleBoolToFloat	7	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ConvertDoubleBoolToFloat.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ConvertDoubleBoolToString	3	"[""Assets/Scripts/Assembly-CSharp/HutongGames/PlayMaker/Actions/ConvertDoubleBoolToString.cs""]"	exact_declared_type
HutongGames.PlayMaker.Actions.ConvertFloatToString	2	"[""Assets/PlayMaker/Actions/Convert/ConvertFloatToString.cs""]"	exact_declared_type
